path,sha256,phash,dhash,ahash
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1012.png,dceefa8d2998c4064d34890404b53b5f9a40c67215779f11c00320bc029ceda1,d9c1e7067c195b0e,c2c27392e0f8d834,7a7a18081c3c1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1013.png,4fdca91f930473ad99587315b18f2053b4303b1542352948810ff30ad4846142,d9c1c5467c195f0e,c2c27192e068d034,7a7e1808303c1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1014.png,4fdca91f930473ad99587315b18f2053b4303b1542352948810ff30ad4846142,d9c1c5467c195f0e,c2c27192e068d034,7a7e1808303c1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1015.png,7ba7a91fb966edc77b0c614990e8c065c151779488d29cb6124e4bae3e2e3227,d9c1c5467c195f0e,c2c27392e0e8d834,7a7a1808183c1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1016.png,1ef33248baa97cf3bd99ad36ff34e891a006f3220475bbfad4778b84149f988e,d9c1c5467c195f0e,c2c27392e068d834,7a7a1808103c1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1017.png,f1b6c09bf50584787f7bee70f9995b2c387f5ee78828c7b77db91164209ddae3,99c1e7067c195f0e,c2c27392f078f834,7a7e18081c3c1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1018.png,a7b191ec1d80a87a4263d2093367694984d9b35b3dbfcc7b6076cf25127a4033,99c1e78678315f0e,c2c27393f078fc34,7a7a18081c3c0e9e
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1019.png,c8090058c971981e00365565f7125af77b8b97a48a13ba91214d4e1ee535112b,99c1e7067c195f0e,c2c27393f078f834,7a7e18081c3c1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/102.jpg,208adbf03246b12d19f5474a3be8b6aa31917a9beedcfe57b71b6de53e5d121e,da67cddc13a78908,60200349f9f8a0e0,f8f0e0a40c3cfefe
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1020.png,002ad7b94a952a05dbeb768b01b06efc1b2550096d5c3fdeb46bafdd129ac41c,9161f78678315f0e,cac2fb9af0f8fc3c,7a7818081c3e0f8e
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1021.png,ee6b35c0e390d954c142b414d4f19b8b91be4df49416abef9c1e1d5e62d0aaf0,9961e6c63c315f0e,c2e27b9af0f8f83c,7a7918081c3e3f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1022.png,8d68c56ff164fa4275769da27774b1356ce57dfa3505625537302be491e9de9d,8961d6c73c315f0e,c2c27b9bf1e8fc3c,78781808183e3f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1023.png,aaf6cba7889cbf64606607bd26bff61c8186c8ee71aeab7110a2efa1e5d8ec56,8961d7c639315f0e,c2cbfb9af268f838,787908091a3e3f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1024.png,3eb92396aa47210af6719fb5dfd785f5e2282ecab91076dcf2a8ad1e3f05ef50,99c1c7467c195f0e,c2c27b92e068d834,7a7e1808003c0e9e
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1025.png,77313894e5c09ea6eee85079f77dbc220f362314ec4ac52bd5466b3ee1ec5b18,99c1c5077c395f0e,d2c2f393f078f834,7e7e18081c3c1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1026.png,13ecefa31ede101e4e798ef27c2dc47fefd065629bdc688c5f34e238eabfca2d,99c1e7067c395b0e,c2e27192f078f834,7e7e1c081c1c0e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1027.png,2f7312dfb1de933b3052c0566d9739ef1a0739ba2465b9f703305cf15d22d2e9,99c1e5077c195f0e,c2c27192e078f034,7e7e18081c1c0e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1028.png,2f7312dfb1de933b3052c0566d9739ef1a0739ba2465b9f703305cf15d22d2e9,99c1e5077c195f0e,c2c27192e078f034,7e7e18081c1c0e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1029.png,ef8a966e927fe64845c82e3797e4997b6c814f778c2e5aed0590878543388046,99c1e7067c315f0e,c2c27992f0f8fc34,7e7e1c081c1c0e8c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/103.jpg,6ee5921079b3000148a7085324c7cf3791846cda91ad8f1bc251c6506d9c06f3,f699aeea554289a8,37179fcc0c2f2d2f,ffffff60c2000000
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1030.png,08c3e60f1c255081f6d6d0efd9af0372210e2f36e14afb64dc013fd6ac9d3845,894997c778315f0e,c2e37393f3e8fc3c,7a781909193e1f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1031.png,f0ff4272b87f49ba0e1eddc434cd4f557a0b7bd53c97bce44f699739098b0862,d981c5477c195f0e,c2c27192e0e8d034,7e7e180818381c9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1032.png,90f51168f401d3c632394b68b1c654cb9dc278433dfe752c1b8dc4179371297c,d981c5477c195f0e,c2c27192e0e8d034,7e7e180810381c9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1033.png,d305abc296fd2719bc8ab26734209bea254a5822a49f1413ed35d6c3aad4430b,c981c5477d195f0e,c2c2f192e2f0d030,7e7f180800381c98
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1034.png,aadd7f1ce1f8ff80c68bedafa9c8f88d4bd3b922b68fa0d3639bec1bda2cf7a5,8b61f6857a155b0e,c2c2f3d3f9f8fc79,7e7819093d3c3e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1035.png,e666b3252844e362c8d57e3ace642da42531a3d511cefbd0c7a65283bd1b80e6,8b61f6877a055b0e,c2c2f3d3f9f8fc79,7e7819093d3c3e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1036.png,82c47adf31c1bf6e54e452d9af0137e8a6e9f1d985bf2376250d07cd846633eb,8b61f6877a115b0e,c2c2f3d3f9f87c79,7e7a19093d3c3e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1037.png,5c656182632d14f798f8ba424c6067bdb6781f3b8ccec746ee0b91ffb849303a,8be1f6877a015b0e,c2c2f3d3f9f8f47d,7e7a19093d3c3e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1038.png,26b482485f6b648493add7d7e85ac358afaa2d947bd6d0fbf8800b4b4dfca6c5,8be1f6877a015b0e,c2c2f3d3f978f47c,7e7a19093d3c3e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1039.png,26b482485f6b648493add7d7e85ac358afaa2d947bd6d0fbf8800b4b4dfca6c5,8be1f6877a015b0e,c2c2f3d3f978f47c,7e7a19093d3c3e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/104.jpg,191dc83f3fde91fd47e4217f7dda98496783fa122391ff660ec58040003c1e54,cbd4a9946a5a259d,a0804209a088cbc3,ffffa000fcc00001
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1040.png,763b0748419aed203708988679eef020e12009083fd6055cd8c4d29fe134c7b8,9b61f6877a015b0e,c2c2f393f978fc3c,7e7a19093c3c1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1041.png,5d8788036d1586380074fd5d08a0cf3b58575adff8cb9170f8de8c4fe8be057b,99e1f687f8015b0e,c2c2f393f978fc3c,7e7819091c3e1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1042.png,01c9f10aa55342bd49c646a04a773c96d1b8d9bfb2b210f0e8ff7109ee3bc609,99e1f687fa011b0e,c2caf393f978fc3c,7e7a19091c1e1e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1043.png,683599948fc090be451aea59e4d6f7008396972fbe73f756d8c3216cb42b2ea7,9941f68679195f0e,c2c37392f0f8fc3c,7b7919093e3e0f8e
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1044.png,7fac17abeebde4c8605d12fc8b2dce2cc1fc3dda242f5e08289bf3cad030027c,9941f6867c195f0e,c2ca7392f8f8fc3c,7a7919091e3e0f8e
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1045.png,5db912a5af991391da20939d9d46389c8a21b4ac4b36c021293ef2030e591c13,99c1f70674195f0e,c2ca7392f8f8fc3c,7a7b18081e3e0e8e
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1046.png,e3dfe8efd2a5b39b936524a561f6f6fb3f7fec023fef24370cb4f4c0620febd2,8961f6c67c115f0e,c2cb7a9aecf8f434,7a7918091e3e1f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1047.png,bf75373dcda57c86fa926e2c6e6d9690158be7a2c327a014daeac9e29a2e8fdb,8941f6c67e115f0e,c2cbfa9ae8f8f430,7a7918091e3e1f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1048.png,6d519b5b0a2bac9a3b6c9fdcc1595ee023064aabe9e16bb2a9a69f06f0a35315,99c1c7077c195b1e,c2c2f392e8f8f034,7e7f1808101c0e9c
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1049.png,a34f37c3d69439f02289ef3ca320f9926611055c86cca94a80e1e624c8bd6e2e,8941f7867e115f0e,c2cbfa9ae8f0f438,7a7b18091f3e1f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/105.jpg,61e032af2bd669e356f2fcb6796e0fbe3f17c7792a57e9f8ad75d0ffe8be3211,91bfe6c0013f2f0e,8c387fd8d8d8d8f0,ffff00000f1e0000
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1050.png,34943bc0544bf0a1cdffd3853e1f7d80b4353be3b756a1704d79d3be2d754fc7,8941f7067e195f0e,c2cbfa9aeaf8fa38,7b791809173e0f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1051.png,cca0b1ca98b6ececb939ff37e48121fee98f11f301d78077b240ab9e011086aa,8941f7467e115f0e,c2cb7a9aeaf8dc38,7a791809373e0f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1052.png,cca0b1ca98b6ececb939ff37e48121fee98f11f301d78077b240ab9e011086aa,8941f7467e115f0e,c2cb7a9aeaf8dc38,7a791809373e0f9f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1053.jpg,cff53412d423d75d2b98bab6287f3b74675ff5af3ae8dafe166b18e7e147294d,d23495fcbc92c1c9,9c6ec80d078188c0,07020000c1f8fcff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1054.jpg,2794c755293da49c304514dc782e0326c88811450c254a3587ab4a74037c5a92,9cbedfc5c1406127,f03cbfb0b090a0c0,ffdf0000ff000000
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1055.png,1ca05af26d78081b2d9f12af63512af056478e848165593efcd971831d19dbc5,9d5a90b937039d93,5891604c7f3afa72,0ec8b820070f1fbf
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1056.jpg,7f9e17c0f0fc9a27f3f64eafa4be66c2e4b4c5568638f7107093cc630bb0b007,c0c0b8b9bb2f2e6a,f8c0e0e0e0e0e8d0,ff7e30387c000000
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1057.png,d3b208b72b3e86a7f790daafe256d6acf8dfc3eadfc7e30e6f5e4dc8828ffec7,c82adb11b36f02de,099101c71dd07000,fff8c0000000f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1058.png,9f3a53edff1ffb2c0d13e885fc2a55a5bf98f0480a6ece5ef7123a5078c96f06,ca2ad912b66722de,09b1214765f05000,edd810000000fcff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1059.png,759fc01499a03b3ac26bacecf20d81bf715c1403711a6b7c230724d3a9fe8176,c86adb13a66d02de,099125466cfa7080,edd80000060afaff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/106.jpg,3e782ec22e525aff21ae347d80d3de322866e185e176dc4c00457cb8a8901542,e8979ae926845e78,001274ce87039311,ffffffe7c1800000
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1060.png,873360a4671d5aa64967a9928bf5c26c293174efe8546553cc1fc9256c4f3e80,e82adb13e2e403de,0991138656da7600,efd880000200faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1061.png,dc35205d071d5ee72d5f3707c1c8ad6b49b8fd43ea8481f651c70d1385ddcbcf,e82adb13e26512de,099133c644de7600,eff880000200faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1062.jpg,54cf1ba1c8c2c1ac911881d7f5de75d39de2cdb8c9ee95090c0a574f5d2b8ba0,94d1adb26968a99e,ccfc70426c2c2623,ff3e1c0004070313
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1063.png,90ad2be86569939020df55dbc4efc479b10de29e0ded899c58e58b03354e3ebf,e82ada13e2a513de,0991138656da7600,eff880000000faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1064.png,8e158e6be2b4c809bea70e7834abc4f7cd7dddad4f5c117febfcb6f287ad0639,e82ada13f2a413de,0991138616de7600,eff800000000faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1065.png,6d4118c788576c407b5c79774e050e734d380476323f9178291193e01afa10ff,e82ada13e2a703de,0991138656de7600,efd880000202faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1066.png,f72bb26569446912846f78f57f602d398228af03d7d878ad76a29be0d6ed526d,e83ada03f2a413de,0991138656d67600,eff800000000faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1067.png,3810f45c780884b33bd370ca3e3cfea72240430efcb8c47b87fb94c14a8a1ffe,e82ada03f2ad03de,0991139656d67680,eff800000000faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1068.png,6ceb842e58b7837d054d7f5567dccbca647465cc4e7d19e82c3766533ea544a8,e832da03f2ad03de,0991939656d67680,efd880000000fbff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1069.png,93faa46a4e06bf95bdccbc3996563d792e9aa826a5901a86f2a81444b4f1f1a4,ec32da03e28f23ce,099393d656c67280,efd980000002fbff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/107.jpg,dcaaf82c065272370047a4aa01ab454a27f9cddac2a8e83ba5b7d2cef4c7d6a1,c99344cdb2c4dbca,4001090101130400,fffcfcf8f8e0c080
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1070.png,b869f63d4f1b27434f4d3cfedf3359b8610426b46e48e4b18fdaf4ce466092dd,db32cc09b36706da,099145ce99f15180,fff880000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1071.png,df15b448bb37c9679e1ef59b64bb10dc4bd05df7e089a4f4db0e853b0fe85bae,db32cc08b36f06da,099145cc99f15100,fff8e0000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1072.png,a08f4239e33115f308022828bbe31efed6d0f1b163997bbbd5bf82ae816faf9c,c833ca0ab3ef03da,09b101d69df17580,fff800000018f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1073.jpg,2890f1bc9f0db24d96ee8712ce741bf388e7e51d8a5dee89b8352bbf758e483e,e94dd4d0d9a5a9a8,0260634b9b149616,ff300100c9feffdf
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1074.png,7fe47f5028e880ed34d23139acc0e3d76b96125d7930062df357b28e562809f5,db33cc08b36706da,0b914dce99f17100,fff880000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1075.png,6c22b6e05f63b389007b1bb57ca2633f7342285cce6aa7eb049da3d5084b0424,db33cc08b34d06de,0b9145de99f17180,fff880000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1076.png,53bf96cd7ae9dae42e4831508d9c93c903da230d817394fb1e6a41ec14a82f7b,d833dc09b34d03de,0b9105c799f17400,fff880000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1077.png,539a54238009ef7adf7efaa8a1293a0ae1a24d168322e9cc6a0fecfa140f8494,c832de09b3cd03de,09b181c79dd17400,fff800000000faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1078.png,2d6345e7c6110b96bb69d30f0c2619560d3c6207e8df084852db0c5a98df1cdf,c822de09b3c533de,09b101d79dd17400,fff880000000faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1079.png,4a27d0c14251f1ca0bbb2a94930cc39143ea12cdd9b59c1045e53077249e87cb,da33d808b36706de,4b9105cc99f17000,fff880000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/108.jpg,6f4efa238fabcbc577b7e3a1a5ad999aa7a7bec7421177e6771d992ef8c26d11,85c3e2fc703c9e83,86c274f67676f6f6,ff7f3f000012133f
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1080.png,5d499f57b607d26e773c3539a976647d20d70e7e562ff7dbc7b5e2a75fbda775,da33cc0ab36506de,0b9105c419f57400,fff880000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1081.png,5f8fe443d2471b88d24117251eea10b5926ff2eaf84188454610ea214b279dcd,da33d80ab36506de,0b9105c519f17000,fff880000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1082.png,a971f7e6e89b21ad96b042076fd606e23619f480fc0c9086b86758b017b384d0,da33d80ab36506de,0b9105d519f57000,fff880000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1083.png,008d2ee521a3bfdf3556505c3007ddac49f56f51dc4905cacac1e37e747ec963,da23d90ab36704de,8b9105455df17080,fff880000010f8ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1084.png,b8cb3cf9c4ff2c9342d2144614eee4861e641d37320015f5e5147a619adb4297,c82ada11b3c533de,09b181d79dd07400,fff8c0000000faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1085.png,2606c997c3711554f5573344d92b7f156ea7a87821990f422b7cc34707b364b6,d8319812b7e706de,099b13d71df17000,0fc8c0000018fcff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1086.png,1c521d260d2878bce24537a4260b573bbb56dae3049844ed6f990cce3d5765f3,e822d801b3cf33de,0b9101d71dd17400,eff8c0400000faff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1087.png,5f2c148c88863bc43ec2a34c0a7a9d1ba49b278b69bb71635d57ea05f30f814f,da23d901b36706de,4b9121455df17000,fdf880000010fcff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1088.png,1ee148c9ebf1f1bf75d348c951e835ccd1422aec426b32fbe848d59bd1c3357d,c893dc9b708d13a7,39a9d8869dd17583,fffc20400008fbf0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1089.png,aec6c9d9b38448ac5a03e6aba5bf61f2c084edd8732736021f0620b6f0bfc688,c893dc1b718d13a7,39a9c8869dd17782,fffc20400008fbf0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/109.jpg,e9b5538e05eef29a44fc8d17a0a277c460c7556773601da369bd21651973d5dd,d0c692eb2d21eee1,c0c880d292889898,fffefc00c0e04c08
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1090.png,b9fe7ec66da2f7b3d799c467aa8f71eba8f2d735eeeb4d4e92e2cba6f064e997,c892dc1b738d13a7,39a9c8869dd17783,fffc20400008fbf8
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1091.png,c05ba90b13988d4b49ef4c9035c039863e662441b81b13a9a2daf9c3a94bba81,c892de1bf08d13a7,39a9c8869dd17782,fffc20400008fbf8
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1092.png,f1687fb80fd0f78c54f04ed3a76fed92a1939e8f9c8a4bbd947ed82ae55a8e9a,c892de1af18d13a7,39a9c9969dd17783,fffc20400008f9f8
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1093.png,45a2a9548323e98febd77dbc71c32ae00d0e6dd958ffcf24014f4e1a3584ccf0,e012de18f0e51be7,39adc88d9d935703,fffd60400008fbff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1094.jpg,628cbf3aaac3d3fd71a05af203dae58b4c60d3f60dd4b46e2cbc774c5b6e4e32,9c0ce3e0e313c7e3,b3b53632b2b6b8d8,7f1f1f1f1f1f0fff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1095.png,86c9270edb7b66793c2e65d834a7e349bc51868fcd58b0c2a19faf94ea56f664,e012de18f0c51bf7,39adcc8c99935303,fdd400400000f9ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1096.png,894cae8b37b8e0a7ef15dadb653b7450d79a442e02e3c5bdac3c932f3e204a3e,e032de0892ad1bf7,39adcf9e99d34701,fff400000000f9ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1097.png,e77aa4bb0e598dadab41c841078ab24ecfbe8c2fa1310887c9390e6b31fb6a14,e032de18b0ed13b7,39adc98f9dd14780,fff400000000fbff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1098.png,a3e5b6f1c9798b40539fd16cf5705197ea657575fbafc29522b6612e03e4581a,e112de0892e513ff,39a9c99e99d34700,fffc40400000f1ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1099.png,6b0b145bea2975c763e7a1f5935df13e2bf45436fb1497c0cff5625ca4aeddff,e132de0892e503ff,39a9c99e99d35700,fffc60400000f9ff
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/11.jpg,8bca7c7b4cec53b8560d8bb6f7bf0d8a50478893c77985a66e22d678024b4305,94acd5ea551959a5,f4ccf2fc4459f8d0,ffff1f0000ec3cfc
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/110.jpg,a69ae8e7c45ee45c068bb8b97ed18503d91dedb36897720f6211401a72aaa8c6,919feae4963a3845,70e8f8f8f89f8fc9,ffff081c7ec70000
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1100.png,c9e07b1e5ccf528039db9cc6f285dbd245c3356aa19903d38b50aa773d80a962,e132de08b0e503ff,39a9c98e99d34780,fffc60400000f0ff
