path,jenis,kerusakan,jenis_idx,kerusakan_idx,joint_idx,scene_group,group_size,severity_nlabels,disaster_nlabels,severity_conflict,disaster_conflict,component_weight_raw,component_weight,severity_weight,disaster_weight
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1024.png,BANJIR,KERUSAKAN RINGAN,0,0,0,21,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1025.png,BANJIR,KERUSAKAN RINGAN,0,0,0,22,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1026.png,BANJIR,KERUSAKAN RINGAN,0,0,0,23,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1027.png,BANJIR,KERUSAKAN RINGAN,0,0,0,24,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1028.png,BANJIR,KERUSAKAN RINGAN,0,0,0,24,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1029.png,BANJIR,KERUSAKAN RINGAN,0,0,0,25,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/103.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,26,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1030.png,BANJIR,KERUSAKAN RINGAN,0,0,0,27,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1031.png,BANJIR,KERUSAKAN RINGAN,0,0,0,28,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1032.png,BANJIR,KERUSAKAN RINGAN,0,0,0,28,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1033.png,BANJIR,KERUSAKAN RINGAN,0,0,0,29,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1034.png,BANJIR,KERUSAKAN RINGAN,0,0,0,30,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1035.png,BANJIR,KERUSAKAN RINGAN,0,0,0,31,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1036.png,BANJIR,KERUSAKAN RINGAN,0,0,0,32,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1037.png,BANJIR,KERUSAKAN RINGAN,0,0,0,33,3,1,1,False,False,0.5773502691896258,0.6608882194954523,0.6608882194954523,0.6608882194954523
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1038.png,BANJIR,KERUSAKAN RINGAN,0,0,0,33,3,1,1,False,False,0.5773502691896258,0.6608882194954523,0.6608882194954523,0.6608882194954523
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1039.png,BANJIR,KERUSAKAN RINGAN,0,0,0,33,3,1,1,False,False,0.5773502691896258,0.6608882194954523,0.6608882194954523,0.6608882194954523
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/104.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,34,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1040.png,BANJIR,KERUSAKAN RINGAN,0,0,0,35,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1041.png,BANJIR,KERUSAKAN RINGAN,0,0,0,36,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1042.png,BANJIR,KERUSAKAN RINGAN,0,0,0,37,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1043.png,BANJIR,KERUSAKAN RINGAN,0,0,0,38,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1044.png,BANJIR,KERUSAKAN RINGAN,0,0,0,39,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1045.png,BANJIR,KERUSAKAN RINGAN,0,0,0,40,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1046.png,BANJIR,KERUSAKAN RINGAN,0,0,0,41,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1047.png,BANJIR,KERUSAKAN RINGAN,0,0,0,42,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1048.png,BANJIR,KERUSAKAN RINGAN,0,0,0,43,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1049.png,BANJIR,KERUSAKAN RINGAN,0,0,0,44,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/105.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,45,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1050.png,BANJIR,KERUSAKAN RINGAN,0,0,0,46,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1051.png,BANJIR,KERUSAKAN RINGAN,0,0,0,47,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1052.png,BANJIR,KERUSAKAN RINGAN,0,0,0,47,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1053.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,1063,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1054.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,1064,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1055.png,BANJIR,KERUSAKAN RINGAN,0,0,0,48,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1056.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,1065,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1057.png,BANJIR,KERUSAKAN RINGAN,0,0,0,49,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1058.png,BANJIR,KERUSAKAN RINGAN,0,0,0,50,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1059.png,BANJIR,KERUSAKAN RINGAN,0,0,0,51,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/106.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,52,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1060.png,BANJIR,KERUSAKAN RINGAN,0,0,0,53,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1061.png,BANJIR,KERUSAKAN RINGAN,0,0,0,54,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1062.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,1066,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1063.png,BANJIR,KERUSAKAN RINGAN,0,0,0,55,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1064.png,BANJIR,KERUSAKAN RINGAN,0,0,0,56,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1065.png,BANJIR,KERUSAKAN RINGAN,0,0,0,57,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1066.png,BANJIR,KERUSAKAN RINGAN,0,0,0,58,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1067.png,BANJIR,KERUSAKAN RINGAN,0,0,0,59,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1068.png,BANJIR,KERUSAKAN RINGAN,0,0,0,60,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1069.png,BANJIR,KERUSAKAN RINGAN,0,0,0,61,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/107.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,62,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1070.png,BANJIR,KERUSAKAN RINGAN,0,0,0,63,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1071.png,BANJIR,KERUSAKAN RINGAN,0,0,0,64,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1072.png,BANJIR,KERUSAKAN RINGAN,0,0,0,65,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1073.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,1067,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1074.png,BANJIR,KERUSAKAN RINGAN,0,0,0,66,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1075.png,BANJIR,KERUSAKAN RINGAN,0,0,0,67,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1076.png,BANJIR,KERUSAKAN RINGAN,0,0,0,68,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1077.png,BANJIR,KERUSAKAN RINGAN,0,0,0,69,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1078.png,BANJIR,KERUSAKAN RINGAN,0,0,0,70,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1079.png,BANJIR,KERUSAKAN RINGAN,0,0,0,71,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/108.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,72,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1080.png,BANJIR,KERUSAKAN RINGAN,0,0,0,73,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1081.png,BANJIR,KERUSAKAN RINGAN,0,0,0,74,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1082.png,BANJIR,KERUSAKAN RINGAN,0,0,0,74,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1083.png,BANJIR,KERUSAKAN RINGAN,0,0,0,75,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1084.png,BANJIR,KERUSAKAN RINGAN,0,0,0,76,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1085.png,BANJIR,KERUSAKAN RINGAN,0,0,0,77,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1086.png,BANJIR,KERUSAKAN RINGAN,0,0,0,78,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1087.png,BANJIR,KERUSAKAN RINGAN,0,0,0,79,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1088.png,BANJIR,KERUSAKAN RINGAN,0,0,0,80,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1089.png,BANJIR,KERUSAKAN RINGAN,0,0,0,81,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/109.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,82,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1090.png,BANJIR,KERUSAKAN RINGAN,0,0,0,83,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1091.png,BANJIR,KERUSAKAN RINGAN,0,0,0,84,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1092.png,BANJIR,KERUSAKAN RINGAN,0,0,0,85,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1093.png,BANJIR,KERUSAKAN RINGAN,0,0,0,86,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1094.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,1068,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1095.png,BANJIR,KERUSAKAN RINGAN,0,0,0,87,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1096.png,BANJIR,KERUSAKAN RINGAN,0,0,0,88,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1097.png,BANJIR,KERUSAKAN RINGAN,0,0,0,89,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1098.png,BANJIR,KERUSAKAN RINGAN,0,0,0,90,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1099.png,BANJIR,KERUSAKAN RINGAN,0,0,0,91,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/11.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,931,3,1,1,False,False,0.5773502691896258,0.6608882194954523,0.6608882194954523,0.6608882194954523
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/110.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,92,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1100.png,BANJIR,KERUSAKAN RINGAN,0,0,0,93,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1101.png,BANJIR,KERUSAKAN RINGAN,0,0,0,94,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1102.png,BANJIR,KERUSAKAN RINGAN,0,0,0,95,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1103.png,BANJIR,KERUSAKAN RINGAN,0,0,0,96,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1104.png,BANJIR,KERUSAKAN RINGAN,0,0,0,97,1,1,1,False,False,1.0,1.1446919742898554,1.1446919742898554,1.1446919742898554
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1105.jpg,BANJIR,KERUSAKAN RINGAN,0,0,0,1069,2,1,1,False,False,0.7071067811865475,0.8094194573901737,0.8094194573901737,0.8094194573901737
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1106.png,BANJIR,KERUSAKAN RINGAN,0,0,0,98,4,1,1,False,False,0.5,0.5723459871449277,0.5723459871449277,0.5723459871449277
