path,sha256,phash,dhash,ahash
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1007.png,99dde0b31a6344dc1cfd82d40a6c0ba41eea495dd01ac09ad6a991af9c6fafc5,15691039483255938830,14033906463507273780,8826518742738144924
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1008.png,3c02e583d1b51ce89d14ab2ab5e80f279c13f76428da2def5350269ab7c1026f,15691074392750120718,14033906467803297840,8826518743342128796
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1009.png,90a0a024001553c63a714076deb6cef9a6bb649d1311582d570e62359c2cbd52,11079391123036789518,14034047205576866868,8825392842898415260
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/101.jpg,63ad6177b08115de16cde5639a9e5eeecc7f5ffee1652dc5f880f87f5e6ddcba,15414320232266846674,16206344000420771064,18446735277968752254
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1010.png,b882aa1a9c9f9200a9631164044d143d6c84157f237d1d3be40fdb1c5e4104b4,11052351937380965134,14034047205576866940,8824829892945002142
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1011.png,ff975007d254c931c46be29dffe7075f30fe76435b2a34798cc41a85ed545f47,11052368975516753678,14034047205576866876,8825393942410043038
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1012.png,dceefa8d2998c4064d34890404b53b5f9a40c67215779f11c00320bc029ceda1,15691076591773375246,14033906463516710964,8825392842898415260
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1013.png,4fdca91f930473ad99587315b18f2053b4303b1542352948810ff30ad4846142,15691039483255938830,14033904264484016180,8826518743140802204
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1014.png,4fdca91f930473ad99587315b18f2053b4303b1542352948810ff30ad4846142,15691039483255938830,14033904264484016180,8826518743140802204
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1015.png,7ba7a91fb966edc77b0c614990e8c065c151779488d29cb6124e4bae3e2e3227,15691039483255938830,14033906463515662388,8825392842831306396
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1016.png,1ef33248baa97cf3bd99ad36ff34e891a006f3220475bbfad4778b84149f988e,15691039483255938830,14033906463507273780,8825392842697088668
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1017.png,f1b6c09bf50584787f7bee70f9995b2c387f5ee78828c7b77db91164209ddae3,11079390573345988366,14033906463776766004,8826518742805257884
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1018.png,a7b191ec1d80a87a4263d2093367694984d9b35b3dbfcc7b6076cf25127a4033,11079391123036266254,14033906468071734324,8825392842898411166
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1019.png,c8090058c971981e00365565f7125af77b8b97a48a13ba91214d4e1ee535112b,11079390573345988366,14033906468071733300,8826518742805257884
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/102.jpg,208adbf03246b12d19f5474a3be8b6aa31917a9beedcfe57b71b6de53e5d121e,15737773767975733512,6926539843157139680,17938084311001267966
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1020.png,002ad7b94a952a05dbeb768b01b06efc1b2550096d5c3fdeb46bafdd129ac41c,10475926365154664206,14610516784029695036,8824829892945121166
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1021.png,ee6b35c0e390d954c142b414d4f19b8b91be4df49416abef9c1e1d5e62d0aaf0,11052368699631689486,14042922493492656188,8825111367921844127
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1022.png,8d68c56ff164fa4275769da27774b1356ce57dfa3505625537302be491e9de9d,9899429607133765390,14033915298548612156,8680714704802168735
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1023.png,aaf6cba7889cbf64606607bd26bff61c8186c8ee71aeab7110a2efa1e5d8ec56,9899430702300094222,14036589306540783672,8680978591921356703
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1024.png,3eb92396aa47210af6719fb5dfd785f5e2282ecab91076dcf2a8ad1e3f05ef50,11079355663851806478,14033915259600295988,8826518742335491742
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1025.png,77313894e5c09ea6eee85079f77dbc220f362314ec4ac52bd5466b3ee1ec5b18,11079353194247708430,15186968710166935604,9114749118956969628
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1026.png,13ecefa31ede101e4e798ef27c2dc47fefd065629bdc688c5f34e238eabfca2d,11079390573348084494,14042911464008251444,9114753517001379484
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1027.png,2f7312dfb1de933b3052c0566d9739ef1a0739ba2465b9f703305cf15d22d2e9,11079388378617700110,14033904264485072948,9114749118954868380
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1028.png,2f7312dfb1de933b3052c0566d9739ef1a0739ba2465b9f703305cf15d22d2e9,11079388378617700110,14033904264485072948,9114749118954868380
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1029.png,ef8a966e927fe64845c82e3797e4997b6c814f778c2e5aed0590878543388046,11079390573347561230,14033913060854922292,9114753517001379468
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/103.jpg,6ee5921079b3000148a7085324c7cf3791846cda91ad8f1bc251c6506d9c06f3,17769426126243006888,3969817295276944687,18446743389769564160
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1030.png,08c3e60f1c255081f6d6d0efd9af0372210e2f36e14afb64dc013fd6ac9d3845,9892604939466792718,14043195142360857660,8824830996701388703
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1031.png,f0ff4272b87f49ba0e1eddc434cd4f557a0b7bd53c97bce44f699739098b0862,15673025089041424142,14033904264492404788,9114749118889598108
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1032.png,90f51168f401d3c632394b68b1c654cb9dc278433dfe752c1b8dc4179371297c,15673025089041424142,14033904264492404788,9114749118755380380
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1033.png,d305abc296fd2719bc8ab26734209bea254a5822a49f1413ed35d6c3aad4430b,14520103584451354382,14034045002014838832,9115030593463655576
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1034.png,aadd7f1ce1f8ff80c68bedafa9c8f88d4bd3b922b68fa0d3639bec1bda2cf7a5,10043579697152219918,14034047480597380217,9113061373456957084
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1035.png,e666b3252844e362c8d57e3ace642da42531a3d511cefbd0c7a65283bd1b80e6,10043579705741105934,14034047480597380217,9113061373456957084
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1036.png,82c47adf31c1bf6e54e452d9af0137e8a6e9f1d985bf2376250d07cd846633eb,10043579705741892366,14034047480597347449,9113624323410378396
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1037.png,5c656182632d14f798f8ba424c6067bdb6781f3b8ccec746ee0b91ffb849303a,10079608502759807758,14034047480597378173,9113624323410378396
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1038.png,26b482485f6b648493add7d7e85ac358afaa2d947bd6d0fbf8800b4b4dfca6c5,10079608502759807758,14034047480588989564,9113624323410378396
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1039.png,26b482485f6b648493add7d7e85ac358afaa2d947bd6d0fbf8800b4b4dfca6c5,10079608502759807758,14034047480588989564,9113624323410378396
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/104.jpg,191dc83f3fde91fd47e4217f7dda98496783fa122391ff660ec58040003c1e54,14687550739666576797,11565316452202892227,18446638524833726465
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1040.png,763b0748419aed203708988679eef020e12009083fd6055cd8c4d29fe134c7b8,11196501210347690766,14034047205711084604,9113624323393592988
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1041.png,5d8788036d1586380074fd5d08a0cf3b58575adff8cb9170f8de8c4fe8be057b,11088414821404728078,14034047205711084604,9113061372903431836
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1042.png,01c9f10aa55342bd49c646a04a773c96d1b8d9bfb2b210f0e8ff7109ee3bc609,11088414821438266126,14036299005524769852,9113624322854755996
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1043.png,683599948fc090be451aea59e4d6f7008396972fbe73f756d8c3216cb42b2ea7,11043378818706923278,14034187938761866300,8897170066336780174
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1044.png,7fac17abeebde4c8605d12fc8b2dce2cc1fc3dda242f5e08289bf3cad030027c,11043378818757254926,14036158263733058620,8825112471761981326
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1045.png,5db912a5af991391da20939d9d46389c8a21b4ac4b36c021293ef2030e591c13,11079408165397815054,14036158263733058620,8825674317908807310
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1046.png,e3dfe8efd2a5b39b936524a561f6f6fb3f7fec023fef24370cb4f4c0620febd2,9899464788282531598,14036447469449573428,8825111372250357663
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1047.png,bf75373dcda57c86fa926e2c6e6d9690158be7a2c327a014daeac9e29a2e8fdb,9890457589061345038,14036588206870819888,8825111372250357663
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1048.png,6d519b5b0a2bac9a3b6c9fdcc1595ee023064aabe9e16bb2a9a69f06f0a35315,11079355393268865822,14034047201139290164,9115030593730252444
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1049.png,a34f37c3d69439f02289ef3ca320f9926611055c86cca94a80e1e624c8bd6e2e,9890458413695065870,14036588206870295608,8825674322220556191
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/105.jpg,61e032af2bd669e356f2fcb6796e0fbe3f17c7792a57e9f8ad75d0ffe8be3211,10502366568380313358,10103966333333461232,18446462598986465280
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1050.png,34943bc0544bf0a1cdffd3853e1f7d80b4353be3b756a1704d79d3be2d754fc7,9890457863939776270,14036588206904375864,8897168966170840991
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1051.png,cca0b1ca98b6ececb939ff37e48121fee98f11f301d78077b240ab9e011086aa,9890458138817158926,14036447469416012856,8825111372669783967
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1052.png,cca0b1ca98b6ececb939ff37e48121fee98f11f301d78077b240ab9e011086aa,9890458138817158926,14036447469416012856,8825111372669783967
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1053.jpg,cff53412d423d75d2b98bab6287f3b74675ff5af3ae8dafe166b18e7e147294d,15146896359481852361,11272166875640989888,504966111473237247
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1054.jpg,2794c755293da49c304514dc782e0326c88811450c254a3587ab4a74037c5a92,11294710955935555879,17310921833302761664,18437455403756290048
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1055.png,1ca05af26d78081b2d9f12af63512af056478e848165593efcd971831d19dbc5,11338534137024978323,6381988028629056114,1065303759570018239
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1056.jpg,7f9e17c0f0fc9a27f3f64eafa4be66c2e4b4c5568638f7107093cc630bb0b007,13889304358659501674,17924573773384706256,18410205345893842944
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1057.png,d3b208b72b3e86a7f790daafe256d6acf8dfc3eadfc7e30e6f5e4dc8828ffec7,14423581625678758622,689334172674715648,18444703380128463103
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1058.png,9f3a53edff1ffb2c0d13e885fc2a55a5bf98f0480a6ece5ef7123a5078c96f06,14567694619076141790,698376007755780096,17138465974144531711
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1059.png,759fc01499a03b3ac26bacecf20d81bf715c1403711a6b7c230724d3a9fe8176,14441596032559940318,689373202370687104,17138448382059805439
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/106.jpg,3e782ec22e525aff21ae347d80d3de322866e185e176dc4c00457cb8a8901542,16760034864446856824,5194979958035217,18446743969581760512
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1060.png,873360a4671d5aa64967a9928bf5c26c293174efe8546553cc1fc9256c4f3e80,16729424644278584286,689353685668099584,17282704307556252415
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1061.png,dc35205d071d5ee72d5f3707c1c8ad6b49b8fd43ea8481f651c70d1385ddcbcf,16729424644270265054,689389144616367616,17291711506810993407
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1062.jpg,54cf1ba1c8c2c1ac911881d7f5de75d39de2cdb8c9ee95090c0a574f5d2b8ba0,10723543169530112414,14770804308453369379,18392168714620830483
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1063.png,90ad2be86569939020df55dbc4efc479b10de29e0ded899c58e58b03354e3ebf,16729423544762831838,689353685668099584,17291711506777438975
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1064.png,8e158e6be2b4c809bea70e7834abc4f7cd7dddad4f5c117febfcb6f287ad0639,16729423545031201758,689353684594619904,17291570769289083647
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1065.png,6d4118c788576c407b5c79774e050e734d380476323f9178291193e01afa10ff,16729423544762958814,689353685668361728,17282704307556383487
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1066.png,f72bb26569446912846f78f57f602d398228af03d7d878ad76a29be0d6ed526d,16733927075939095518,689353685667837440,17291570769289083647
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1067.png,3810f45c780884b33bd370ca3e3cfea72240430efcb8c47b87fb94c14a8a1ffe,16729423476312310750,689353754387314304,17291570769289083647
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1068.png,6ceb842e58b7837d054d7f5567dccbca647465cc4e7d19e82c3766533ea544a8,16731675276125995998,689494491875669632,17282704307522698239
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1069.png,93faa46a4e06bf95bdccbc3996563d792e9aa826a5901a86f2a81444b4f1f1a4,17019905652007314382,690057716705948288,17282985782499539967
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/107.jpg,dcaaf82c065272370047a4aa01ab454a27f9cddac2a8e83ba5b7d2cef4c7d6a1,14525028873458211786,4611977393321739264,18445896320060276864
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1070.png,b869f63d4f1b27434f4d3cfedf3359b8610426b46e48e4b18fdaf4ce466092dd,15794911185178396378,689408971612705152,18444633011385334015
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1071.png,df15b448bb37c9679e1ef59b64bb10dc4bd05df7e089a4f4db0e853b0fe85bae,15794911180883953370,689408963022770432,18444738564501600511
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1072.png,a08f4239e33115f308022828bbe31efed6d0f1b163997bbbd5bf82ae816faf9c,14426096178715100122,698341438503613824,18444492273897502975
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1073.jpg,2890f1bc9f0db24d96ee8712ce741bf388e7e51d8a5dee89b8352bbf758e483e,16811326977513728424,171245962215593494,18388198381454295007
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1074.png,7fe47f5028e880ed34d23139acc0e3d76b96125d7930062df357b28e562809f5,15795192655860139738,833532955781591296,18444633011385334015
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1075.png,6c22b6e05f63b389007b1bb57ca2633f7342285cce6aa7eb049da3d5084b0424,15795192655858435806,833524228408045952,18444633011385334015
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1076.png,53bf96cd7ae9dae42e4831508d9c93c903da230d817394fb1e6a41ec14a82f7b,15579037470225662942,833453760879621120,18444633011385334015
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1077.png,539a54238009ef7adf7efaa8a1293a0ae1a24d168322e9cc6a0fecfa140f8494,14425836689673749470,698482111565362176,18444492273895930623
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1078.png,2d6345e7c6110b96bb69d30f0c2619560d3c6207e8df084852db0c5a98df1cdf,14421333090045866974,698341442796483584,18444633011384285951
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1079.png,4a27d0c14251f1ca0bbb2a94930cc39143ea12cdd9b59c1045e53077249e87cb,15723148255961745118,5445139800781844480,18444633011385334015
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/108.jpg,6f4efa238fabcbc577b7e3a1a5ad999aa7a7bec7421177e6771d992ef8c26d11,9638797201345650307,9710452348462495478,18410503070947611455
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1080.png,5d499f57b607d26e773c3539a976647d20d70e7e562ff7dbc7b5e2a75fbda775,15723135070412015326,833453745847497728,18444633011385334015
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1081.png,5f8fe443d2471b88d24117251eea10b5926ff2eaf84188454610ea214b279dcd,15723148264551548638,833453750142201856,18444633011385334015
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1082.png,a971f7e6e89b21ad96b042076fd606e23619f480fc0c9086b86758b017b384d0,15723148264551548638,833453818861940736,18444633011385334015
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1083.png,008d2ee521a3bfdf3556505c3007ddac49f56f51dc4905cacac1e37e747ec963,15718645764435936478,10056825238382014592,18444633011385334015
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1084.png,b8cb3cf9c4ff2c9342d2144614eee4861e641d37320015f5e5147a619adb4297,14423580526172779486,698482180284773376,18444703380128463615
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1085.png,2606c997c3711554f5573344d92b7f156ea7a87821990f422b7cc34707b364b6,15578399792213460702,692168782372761600,1137370012145220863
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1086.png,1c521d260d2878bce24537a4260b573bbb56dae3049844ed6f990cce3d5765f3,16727169467830711262,833449429470114816,17291782150399523583
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1087.png,5f2c148c88863bc43ec2a34c0a7a9d1ba49b278b69bb71635d57ea05f30f814f,15718645725781231326,5445170006280204288,18300517823309479167
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1088.png,1ee148c9ebf1f1bf75d348c951e835ccd1422aec426b32fbe848d59bd1c3357d,14453138189328389031,4155090203910960515,18445653633053293552
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1089.png,aec6c9d9b38448ac5a03e6aba5bf61f2c084edd8732736021f0620b6f0bfc688,14453137639589352359,4155072611724916610,18445653633053293552
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/109.jpg,e9b5538e05eef29a44fc8d17a0a277c460c7556773601da369bd21651973d5dd,15043873144049888993,13891494692514207896,18446458203922254856
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1090.png,b9fe7ec66da2f7b3d799c467aa8f71eba8f2d735eeeb4d4e92e2cba6f064e997,14452856164646196135,4155072611724916611,18445653633053293560
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1091.png,c05ba90b13988d4b49ef4c9035c039863e662441b81b13a9a2daf9c3a94bba81,14452858365766603687,4155072611724916610,18445653633053293560
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1092.png,f1687fb80fd0f78c54f04ed3a76fed92a1939e8f9c8a4bbd947ed82ae55a8e9a,14452858361488413607,4155073779956021123,18445653633053293048
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1093.png,45a2a9548323e98febd77dbc71c32ae00d0e6dd958ffcf24014f4e1a3584ccf0,16146211812778777575,4156198541692458755,18446005476774181887
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1094.jpg,628cbf3aaac3d3fd71a05af203dae58b4c60d3f60dd4b46e2cbc774c5b6e4e32,11244612924659189731,12949315894948313304,9160074385621454847
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1095.png,86c9270edb7b66793c2e65d834a7e349bc51868fcd58b0c2a19faf94ea56f664,16146211812776680439,4156202935376892675,18290244261536397823
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1096.png,894cae8b37b8e0a7ef15dadb653b7450d79a442e02e3c5bdac3c932f3e204a3e,16155218941733313527,4156206311225378561,18443366373989087743
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1097.png,e77aa4bb0e598dadab41c841078ab24ecfbe8c2fa1310887c9390e6b31fb6a14,16155219010960298935,4156199649798080384,18443366373989088255
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1098.png,a3e5b6f1c9798b40539fd16cf5705197ea657575fbafc29522b6612e03e4581a,16218269336520168447,4155073814248769280,18445688817424855551
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1099.png,6b0b145bea2975c763e7a1f5935df13e2bf45436fb1497c0cff5625ca4aeddff,16227276535774905343,4155073814248773376,18445724001796946431
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/11.jpg,8bca7c7b4cec53b8560d8bb6f7bf0d8a50478893c77985a66e22d678024b4305,10713172816034355621,17639741005795817680,18446496683608784124
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/110.jpg,a69ae8e7c45ee45c068bb8b97ed18503d91dedb36897720f6211401a72aaa8c6,10493363924290385989,8136026475051585481,18446471517211918336
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1100.png,c9e07b1e5ccf528039db9cc6f285dbd245c3356aa19903d38b50aa773d80a962,16227276536278221823,4155073745529292672,18445724001796944127
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1101.png,0caa1e413c047b4602c9f4b10db120101bb26263a3631502ba5ed91ce8bac749,16227276540565324798,4154933008040936192,18445724001796946175
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1102.png,f48daa57449e8171ee6c10bc11daef6a82e5a967d4c7b6cc5b4a23f1b8c52418,16227276540565324795,1840082868291982080,18445724001796946175
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1103.png,0b0af9c4c0394f830d076599e58819734718dc75bc5cfac4a2989efcb301d750,13921433531360019451,4145925800196264832,18445688817424857343
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1104.png,97a228d99449750cfe3e99b6b93013cb43a400fe6b93213e543f3785ad0dab2e,13921433531393573878,1849090067546718848,18445688817427478783
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1105.jpg,d41b4e78e92908e7606fdf489ada9af5f4cdef0f107eb7e204aad4de939e7b5d,15630495885736456350,3688792345448061082,15697856138874638030
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1106.png,2e09b2b3ad2753fd31d7351f67a00ec24d6c4f2547bb1f522d3b6289c3ca09af,13921433531393573878,1840082799572510592,18445618173803297023
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1107.png,fa2d85f4641360d7434fa10a342e298b90dfe6b48a5c86f357f7f1e5d81642a7,13921433531393573878,1837830999758825088,18445688542547474687
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1108.png,768dc7137df285232c7c66cf68741f41e86abe81bdf9d0030598c163a9b4ed09,13921433531393573878,1837830999758694016,18445688542547474687
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1109.png,a218f6d13e95a34733660be12b59db9ee5a0a8acf263dbaaa90eb7108c8c6593,13921433531393573878,684909495151847040,18445618173806443263
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/111.jpg,2de7115023be21f62ac2b29f41abd6a14df3d5d7ecfce61ebcdfcb5c19f0d1ad,15489802050565380446,16441561249061809388,18371449517449215742
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN RINGAN/1110.png,4198fc2b8dee1be17c80eece0e4d04e62fb03b0eb913bb7038fd1e8ca4a9c129,15074355035992032246,1842338997432575616,18445688542548523263
